i_atoms X_clmds Y_clmds C M sparse
13491 0.012339 0.036605 0 0 0
13495 -0.013697 -0.015829 2 0 1
13498 -0.013386 -0.015049 2 0 0
13503 0.011788 0.037106 0 0 0
13506 0.000730 0.010273 7 0 0
13508 -0.013310 -0.018099 2 0 0
13522 -0.013165 -0.017116 2 0 0
13535 0.002040 0.007012 9 0 0
13547 -0.012987 -0.016086 2 0 0
13559 0.003066 0.005953 9 0 0
13572 0.011434 0.037293 0 0 0
13584 0.002039 0.007013 9 0 0
13596 -0.013651 -0.018608 2 0 0
13610 -0.013194 -0.017770 2 0 0
13623 -0.013493 -0.017686 2 0 0
13636 -0.013060 -0.016868 2 0 0
13648 0.002401 0.005890 9 0 0
13660 0.001809 0.007338 9 0 0
13671 -0.013287 -0.016597 2 0 1
13683 -0.012794 -0.015700 2 0 1
13694 0.003372 0.004945 9 0 0
13707 0.002858 0.006278 9 0 0
13719 0.011973 0.036966 0 1 1
13731 0.011146 0.037437 0 0 0
13742 0.002423 0.005840 9 0 1
13754 0.001773 0.007351 9 0 1
13770 -0.013009 -0.022348 2 0 0
13788 -0.012856 -0.020572 2 0 1
13805 -0.012958 -0.021100 2 0 0
13822 0.011403 0.005548 4 0 1
13839 0.008980 0.007483 4 0 0
13855 -0.013500 -0.023839 2 0 0
13872 -0.013213 -0.021972 2 0 0
13888 -0.013284 -0.022484 2 0 0
13904 0.013578 0.003847 4 0 0
13920 0.011001 0.005657 4 0 0
13938 -0.012885 -0.021895 2 0 1
13955 0.010745 0.005534 4 0 0
13971 -0.013118 -0.020985 2 0 0
13987 0.008464 0.007325 4 0 0
13997 -0.013656 -0.022974 2 0 0
14014 -0.013783 -0.021351 2 0 0
14030 -0.014274 -0.021825 2 0 0
14046 -0.013364 -0.022578 2 0 0
14063 -0.013854 -0.025025 2 0 0
14077 -0.014094 -0.025176 2 0 0
14093 -0.014321 -0.017077 2 0 0
14095 -0.013963 -0.017042 2 0 0
14110 -0.013727 -0.024192 2 0 0
14123 -0.014192 -0.025011 2 0 0
14138 -0.014145 -0.016336 2 0 0
14140 -0.013420 -0.015483 2 0 0
14154 -0.013902 -0.024721 2 0 0
14167 -0.014457 -0.025204 2 0 1
14182 -0.013793 -0.015533 2 0 0
14184 -0.013740 -0.016280 2 0 0
14198 0.020705 0.002501 4 0 0
14211 -0.014462 -0.017005 2 0 0
14226 -0.014187 -0.016454 2 0 0
14228 0.001240 0.004090 9 0 0
14242 0.016899 0.004086 4 0 0
14254 -0.014251 -0.016256 2 0 1
14268 -0.013960 -0.015643 2 0 0
14270 0.000077 0.006125 9 0 1
14281 -0.012916 -0.021747 2 0 0
14297 -0.014223 -0.018816 2 0 0
14302 -0.013020 -0.020892 2 0 0
14312 -0.013047 -0.020427 2 0 0
14333 0.010326 0.005896 4 0 0
14343 -0.013086 -0.019796 2 0 0
14358 -0.013016 -0.019317 2 0 0
14363 0.002832 0.003003 9 0 0
14372 -0.013090 -0.020834 2 0 0
14387 -0.014077 -0.017932 2 0 0
14392 -0.013277 -0.020125 2 0 0
14401 0.007593 0.008187 4 0 0
14415 0.001337 0.005169 9 0 0
14420 0.007364 0.008633 4 0 0
14433 -0.014708 -0.019311 2 0 0
14451 -0.014438 -0.017737 2 0 0
14468 -0.014687 -0.018571 2 0 0
14485 -0.014576 -0.017695 2 0 0
14498 -0.013196 -0.023123 2 0 0
14514 -0.013391 -0.021911 2 0 0
14529 0.012326 0.004160 4 0 0
14544 0.010111 0.005952 4 0 0
14558 -0.013921 -0.024990 2 0 0
14571 -0.013669 -0.025635 2 0 0
14586 -0.013581 -0.021315 2 0 0
14588 -0.013975 -0.017056 2 0 0
14602 -0.013969 -0.024679 2 0 0
14614 -0.013681 -0.024907 2 0 0
14628 -0.013510 -0.019485 2 0 0
14630 -0.013756 -0.016299 2 0 0
14643 0.018887 0.002779 4 0 0
14655 -0.013908 -0.021404 2 0 0
14669 -0.013803 -0.020750 2 0 0
14671 0.001475 0.003810 9 0 0
14684 0.014874 0.004117 4 0 1
14695 -0.014304 -0.020085 2 0 0
14708 -0.014021 -0.019280 2 0 0
14710 0.000569 0.004902 9 0 1
14720 -0.013384 -0.021978 2 0 0
14735 -0.013435 -0.021714 2 0 1
14740 -0.013442 -0.021711 2 0 0
14754 0.010106 0.005207 4 0 0
14763 -0.013622 -0.020511 2 0 0
14777 -0.013578 -0.020120 2 0 0
14782 0.009592 0.005586 4 0 0
14790 -0.013733 -0.021324 2 0 0
14804 -0.013752 -0.021032 2 0 0
14809 -0.013752 -0.021032 2 0 0
14817 0.008076 0.006935 4 0 0
14830 0.007777 0.007350 4 0 0
14835 0.007777 0.007350 4 0 0
14847 -0.013726 -0.025066 2 0 0
14863 -0.013442 -0.023759 2 0 0
14876 -0.013163 -0.021358 2 0 0
14893 -0.013848 -0.025198 2 0 0
14905 -0.013675 -0.023863 2 0 0
14919 -0.013443 -0.015622 2 0 1
14921 -0.013987 -0.019991 2 0 0
14934 -0.014025 -0.022713 2 0 0
14948 -0.013497 -0.025938 2 0 0
14959 -0.013940 -0.024711 2 0 0
14971 -0.013918 -0.024201 2 0 0
14973 -0.013882 -0.016827 2 0 0
14984 -0.013807 -0.024726 2 0 0
14989 -0.013936 -0.017199 2 0 1
14994 -0.013672 -0.016512 2 0 0
15000 -0.013672 -0.016512 2 0 0
15002 -0.013639 -0.015022 2 0 0
15014 -0.013489 -0.025120 2 0 0
15024 -0.013627 -0.023671 2 0 0
15035 -0.013781 -0.024262 2 0 0
15040 -0.013725 -0.016504 2 0 0
15044 -0.013464 -0.015750 2 0 0
15050 -0.013460 -0.015758 2 0 1
15052 -0.013004 -0.013822 2 0 0
15063 -0.014022 -0.024258 2 0 0
15074 -0.013497 -0.015982 2 0 0
15087 -0.013261 -0.015301 2 0 0
15089 -0.013757 -0.014933 2 0 0
15098 0.016156 0.003413 4 0 0
15109 -0.013600 -0.023155 2 0 0
15111 0.001168 0.004225 9 0 0
15118 0.000862 0.004701 9 0 1
15124 -0.013088 -0.014890 2 0 0
15126 -0.013450 -0.014532 2 0 0
15137 -0.013830 -0.015188 2 0 0
15144 -0.013551 -0.014545 2 0 0
15146 0.000583 0.008707 7 0 0
15152 0.000520 0.009149 7 0 0
15158 0.000520 0.009149 7 0 0
15160 -0.013199 -0.014136 2 0 0
15162 -0.013651 -0.017113 2 0 0
15176 -0.013269 -0.016232 2 0 0
15189 -0.013508 -0.016419 2 0 0
15202 -0.013105 -0.015517 2 0 1
15214 -0.013102 -0.015519 2 0 0
15227 -0.012726 -0.014619 2 0 0
15239 -0.013451 -0.016376 2 0 1
15252 -0.013057 -0.015446 2 0 0
15264 -0.013309 -0.015582 2 0 0
15276 -0.012862 -0.014549 2 0 0
15287 0.001117 0.005068 9 0 0
15300 0.000621 0.006133 9 0 0
15312 0.000546 0.005989 9 0 0
15324 0.000798 0.009804 7 0 0
15335 0.000904 0.009920 7 0 0
15347 0.000701 0.010559 7 0 0
15358 -0.013023 -0.015917 2 0 1
15372 -0.012899 -0.015186 2 0 0
15385 -0.012951 -0.018281 2 0 0
15398 -0.012845 -0.015154 2 0 0
15411 -0.012608 -0.014311 2 0 1
15423 0.001226 0.011198 7 0 0
15436 0.001098 0.011945 7 0 1
15448 0.000877 0.012777 7 0 0
15460 0.010582 0.008028 4 0 0
15474 0.009512 0.008425 4 0 0
15487 -0.030924 -0.002830 5 0 0
15499 -0.031131 -0.002731 5 0 0
15510 -0.031246 -0.002702 5 0 0
15521 -0.031492 -0.002560 5 0 0
15535 -0.014060 -0.018701 2 0 1
15550 -0.013987 -0.018194 2 0 0
15565 -0.013860 -0.017976 2 0 0
15582 -0.012714 -0.020305 2 0 0
15598 0.009947 0.007276 4 0 0
15613 -0.013247 -0.016045 2 0 0
15628 0.001193 0.010710 7 0 0
15642 -0.012873 -0.015297 2 0 0
15657 0.001198 0.011938 7 0 0
15671 -0.013096 -0.015515 2 0 0
15685 0.001127 0.011174 7 0 0
15695 0.003195 0.003112 9 0 0
15710 0.003019 0.003544 9 0 0
15724 0.002517 0.003985 9 0 0
15738 0.002298 0.004466 9 0 0
15751 -0.014061 -0.018847 2 0 0
15765 -0.014006 -0.018384 2 0 0
15779 -0.013850 -0.018105 2 0 1
15795 -0.012576 -0.020075 2 0 0
15810 0.009426 0.007847 4 0 0
15824 -0.013129 -0.015802 2 0 0
15838 0.001269 0.011259 7 0 0
15851 -0.012747 -0.015027 2 0 0
15865 0.001176 0.012682 7 0 0
15878 -0.012983 -0.015252 2 0 0
15891 0.001189 0.011915 7 0 0
15900 0.003409 0.002940 9 0 0
15914 0.003211 0.003374 9 0 0
15927 0.002714 0.003547 9 0 1
15940 0.002528 0.004171 9 0 0
15955 -0.012576 -0.019881 2 0 0
15966 -0.013933 -0.018769 2 0 0
15976 -0.014107 -0.018355 2 0 0
15983 -0.012582 -0.019702 2 0 0
15996 0.008720 0.008480 4 0 0
16002 0.002566 0.004180 9 0 0
16009 0.008577 0.008755 4 0 0
16021 -0.013028 -0.015307 2 0 0
16027 -0.013882 -0.018051 2 0 1
16034 -0.012954 -0.015027 2 0 0
16046 0.001224 0.011722 7 0 0
16055 -0.013822 -0.017824 2 0 0
16064 -0.013795 -0.017511 2 0 0
16071 -0.012548 -0.014378 2 0 0
16080 0.002255 0.004408 9 0 0
16088 0.001779 0.005382 9 0 0
16095 0.000625 0.013334 7 0 1
16099 -0.013624 -0.017218 2 1 1
16106 -0.012777 -0.014505 2 0 0
16114 0.001931 0.005080 9 0 0
16121 0.001312 0.006396 9 0 1
16128 0.000963 0.012813 7 0 0
16139 -0.014395 -0.018364 2 0 0
16154 -0.014514 -0.018927 2 0 0
16169 -0.014331 -0.018303 2 0 0
16183 0.002340 0.003432 9 0 1
16198 -0.013718 -0.017676 2 0 0
16213 0.002309 0.003951 9 0 0
16227 -0.013589 -0.016969 2 0 0
16242 0.001352 0.005502 9 0 0
16256 -0.013307 -0.016539 2 0 0
16270 0.001185 0.006306 9 0 0
16283 -0.014588 -0.018497 2 0 0
16298 -0.014252 -0.017539 2 0 0
16312 -0.014373 -0.018078 2 0 0
16326 -0.014145 -0.017363 2 0 0
16339 -0.013392 -0.022307 2 0 0
16353 -0.013418 -0.022795 2 0 0
16367 -0.013427 -0.022428 2 0 0
16380 0.013254 0.005181 4 0 0
16394 -0.012803 -0.021640 2 0 0
16408 0.012861 0.005398 4 0 0
16421 -0.012641 -0.020113 2 0 0
16435 0.009123 0.007685 4 0 0
16448 -0.012528 -0.019713 2 0 0
16461 0.009431 0.007908 4 0 1
16475 -0.014287 -0.021698 2 0 0
16487 -0.013607 -0.021124 2 0 0
16500 -0.013691 -0.021552 2 0 0
16513 -0.013613 -0.021044 2 0 0
16527 -0.013556 -0.016230 2 0 0
16531 -0.014148 -0.016747 2 0 0
16539 -0.013220 -0.015668 2 0 0
16544 -0.014049 -0.016094 2 0 1
16552 0.000510 0.005949 9 0 0
16564 -0.013226 -0.015431 2 0 1
16569 -0.013955 -0.016386 2 0 0
16577 -0.013103 -0.015240 2 0 0
16581 -0.013759 -0.015744 2 0 0
16589 -0.012907 -0.014499 2 0 1
16593 -0.013622 -0.015136 2 0 0
16601 0.001099 0.011034 7 0 0
16604 -0.013667 -0.015562 2 0 0
16612 -0.012596 -0.014135 2 0 0
16615 -0.013494 -0.014818 2 0 1
16623 0.000955 0.011469 7 0 0
16625 -0.013610 -0.016049 2 0 0
16638 -0.013011 -0.020051 2 0 0
16651 -0.013362 -0.015571 2 0 0
16663 -0.012903 -0.019401 2 0 0
16676 -0.013115 -0.014761 2 0 0
16688 -0.013130 -0.014817 2 0 0
16699 -0.012892 -0.018995 2 0 1
16711 -0.012749 -0.014251 2 0 0
16728 -0.012712 -0.021162 2 0 0
16744 -0.013604 -0.016438 2 0 0
16759 -0.012676 -0.020312 2 0 0
16774 -0.013315 -0.015507 2 0 0
16788 -0.013279 -0.021235 2 0 0
16803 -0.013908 -0.017090 2 0 0
16817 -0.013251 -0.020486 2 0 0
16831 -0.013541 -0.016054 2 0 0
16844 -0.012828 -0.021564 2 0 0
16852 -0.012626 -0.020628 2 0 0
16858 -0.013313 -0.016222 2 0 0
16865 -0.012761 -0.019988 2 0 0
16871 -0.013001 -0.015280 2 0 1
16877 -0.013095 -0.015104 2 0 0
16883 -0.013095 -0.015104 2 0 0
16896 0.020642 0.030042 11 0 0
16911 0.018157 0.006045 4 0 0
16926 0.020588 0.030154 11 0 0
16940 0.008468 0.008228 4 0 0
16955 0.020359 0.029493 11 0 0
16969 0.004838 0.006184 9 0 0
16983 0.013197 0.032778 0 0 1
16991 0.017781 0.006462 4 0 0
17006 0.004518 0.006820 9 0 0
17021 -0.014144 -0.018903 2 0 0
17036 -0.014221 -0.018411 2 0 0
17051 -0.014003 -0.018032 2 0 0
17065 0.003504 0.002991 9 0 0
17080 0.003380 0.003401 9 0 0
17097 -0.012603 -0.020794 2 0 0
17113 -0.013452 -0.016354 2 0 0
17128 -0.013043 -0.015376 2 0 0
17143 -0.013142 -0.015249 2 0 0
17158 0.021165 0.028461 11 0 0
17173 0.008593 0.007679 4 0 0
17188 0.021149 0.028534 11 0 0
17202 0.005150 0.005507 9 0 1
17217 0.014407 0.031949 0 0 0
17231 0.004941 0.005856 9 0 0
17245 0.014442 0.031614 0 0 1
17255 -0.013330 -0.017623 2 0 1
17270 0.003122 0.005162 9 0 1
17285 0.002985 0.005697 9 0 0
17299 0.003027 0.005794 9 0 0
17314 0.002641 0.006359 9 0 0
17328 0.011866 0.036954 0 0 0
17342 0.011552 0.037072 0 0 0
17356 -0.012434 -0.020683 2 0 0
17372 -0.013373 -0.016125 2 0 0
17387 0.011644 0.006597 4 0 0
17402 0.001124 0.010410 7 0 0
17416 -0.012987 -0.020254 2 0 1
17431 -0.013237 -0.015561 2 0 0
17444 0.009600 0.008956 4 0 0
17459 -0.031812 -0.002581 5 0 1
17475 0.011529 0.007912 4 0 0
17491 0.021092 0.029018 11 0 1
17506 -0.031671 -0.002783 5 0 0
17521 -0.024703 0.022437 3 0 0
17535 0.020965 0.028937 11 0 0
17549 -0.025965 0.022471 3 0 1
17563 -0.013281 -0.016231 2 0 0
17579 -0.013080 -0.015510 2 0 0
17594 -0.013042 -0.015272 2 0 0
17609 -0.012913 -0.014745 2 0 0
17620 0.012408 0.008032 4 0 0
17636 0.009148 0.009948 4 0 0
17651 0.009054 0.009642 4 0 0
17666 0.020697 0.029922 11 0 1
17681 0.019765 0.031664 11 0 0
17695 -0.031452 -0.002836 5 0 1
17710 -0.032415 -0.002472 5 0 0
17724 -0.031779 -0.002643 5 1 1
17738 -0.024901 0.022584 3 0 0
17752 -0.025614 0.023451 3 0 0
17766 -0.014206 -0.018276 2 0 0
17781 0.003214 0.002956 9 0 1
17796 -0.013998 -0.018132 2 0 0
17811 -0.013823 -0.017222 2 0 0
17825 0.002471 0.004267 9 0 0
17840 0.003328 0.005021 9 0 0
17855 0.002833 0.005711 9 0 0
17870 0.011949 0.036833 0 0 0
17884 -0.013285 -0.017105 2 0 0
17899 0.002296 0.006498 9 0 0
17913 0.001970 0.006867 9 0 0
17927 0.011112 0.037413 0 0 0
17941 -0.012982 -0.015702 2 0 1
17957 0.007942 0.007787 4 0 0
17972 -0.012923 -0.015231 2 0 1
17987 -0.012886 -0.015272 2 0 0
18002 0.001192 0.011894 7 0 0
18016 -0.012775 -0.014657 2 0 0
18028 -0.013965 -0.019166 2 0 1
18046 0.003801 0.003919 9 0 0
18063 0.002868 0.004858 9 0 0
18079 0.012632 0.036346 0 0 0
18095 -0.013809 -0.018285 2 0 0
18112 -0.013608 -0.017221 2 0 0
18128 0.002868 0.004858 9 0 0
18144 -0.014364 -0.019810 2 0 0
18161 0.003820 0.002716 9 0 0
18177 0.003567 0.003416 9 0 1
18192 0.013225 0.035554 0 0 0
18207 -0.014266 -0.019082 2 0 0
18223 -0.014160 -0.018300 2 0 0
18238 0.003492 0.003400 9 0 0
18253 -0.014172 -0.019491 2 0 0
18269 0.003809 0.003313 9 0 0
18284 0.003109 0.004189 9 0 0
18298 0.012821 0.036457 0 0 1
18312 -0.014013 -0.018620 2 0 0
18327 -0.013846 -0.017598 2 0 1
18341 0.003109 0.004189 9 0 0
18355 -0.013972 -0.019204 2 0 0
18371 0.003830 0.003869 9 0 0
18386 0.002953 0.004727 9 0 0
18400 0.012623 0.036331 0 0 0
18414 -0.013822 -0.018339 2 0 0
18429 -0.013415 -0.016849 2 0 0
18443 0.002953 0.004727 9 0 0
18458 -0.013954 -0.019394 2 0 0
18476 0.003884 0.003870 9 0 0
18493 0.004037 0.003997 9 0 0
18510 0.012782 0.036109 0 0 0
18526 -0.013776 -0.018380 2 0 0
18543 0.002900 0.004910 9 0 1
18559 -0.013429 -0.017564 2 0 0
18576 0.002456 0.005674 9 0 0
18592 0.002618 0.005879 9 0 0
18608 0.011531 0.037226 0 0 1
18623 -0.013983 -0.019569 2 0 0
18640 0.003866 0.003634 9 0 0
18656 0.004477 0.003421 9 0 0
18672 0.013171 0.035889 0 0 1
18687 -0.013832 -0.018573 2 0 0
18703 0.003020 0.004575 9 0 0
18718 -0.013507 -0.018004 2 0 0
18734 0.002706 0.005272 9 0 0
18749 0.003316 0.005235 9 0 1
18764 0.011898 0.037013 0 0 0
18778 -0.013899 -0.019016 2 0 0
18794 0.003662 0.004182 9 0 0
18809 0.003792 0.004062 9 0 0
18824 0.012768 0.036082 0 0 0
18838 -0.013703 -0.017993 2 0 1
18853 0.002664 0.005085 9 0 0
18867 -0.013385 -0.017331 2 0 1
18882 0.002241 0.006274 9 0 0
18896 0.002367 0.006018 9 0 0
18910 0.011339 0.037356 0 0 0
18923 -0.013897 -0.019243 2 0 0
18939 0.003858 0.003919 9 0 1
18954 0.003952 0.004158 9 0 0
18969 0.012770 0.036140 0 0 0
18983 -0.013701 -0.018206 2 0 0
18998 0.002890 0.004866 9 0 0
19012 -0.013461 -0.017462 2 0 0
19027 0.001925 0.006745 9 0 0
19041 0.002331 0.005894 9 0 0
19055 0.011033 0.037667 0 0 0
19069 -0.014073 -0.020692 2 0 0
19087 0.005233 0.002962 9 0 0
19104 -0.014135 -0.019882 2 0 1
19121 -0.013849 -0.018883 2 0 0
19138 0.003802 0.004385 9 0 0
19154 -0.014119 -0.019583 2 0 0
19171 0.004071 0.003619 9 0 0
19187 -0.013956 -0.018445 2 0 0
19203 -0.013639 -0.024185 2 0 0
19220 0.014670 0.003664 4 0 0
19236 -0.013297 -0.023134 2 0 0
19252 -0.013884 -0.023251 2 0 1
19268 0.011965 0.005362 4 0 0
19283 -0.013344 -0.022734 2 0 0
19299 0.012702 0.004799 4 0 1
19314 -0.013472 -0.021759 2 0 0
19329 -0.014114 -0.017606 2 0 0
19345 0.001647 0.004027 9 0 0
19360 -0.013929 -0.016972 2 0 0
19375 -0.013538 -0.015956 2 0 0
19390 0.000676 0.005927 9 0 0
19404 -0.013907 -0.016744 2 0 0
19419 0.000890 0.005141 9 0 0
19433 -0.013682 -0.015928 2 0 0
19447 -0.014435 -0.020086 2 0 0
19463 0.004123 0.002318 9 0 0
19478 -0.014375 -0.019157 2 0 0
19493 -0.014113 -0.018452 2 0 0
19508 0.002748 0.003415 9 0 0
19522 -0.014102 -0.017988 2 0 0
19537 0.002038 0.003917 9 0 0
19551 -0.013887 -0.016965 2 0 0
19565 -0.013193 -0.019345 2 0 1
19575 -0.013113 -0.018213 2 0 0
19590 -0.013132 -0.017463 2 0 0
19604 -0.012880 -0.016700 2 0 0
19618 -0.013097 -0.017080 2 0 0
19631 -0.012487 -0.016584 2 0 0
19646 -0.012456 -0.015928 2 0 0
19660 -0.012342 -0.015610 2 0 0
19674 -0.012113 -0.014739 2 0 0
19687 -0.013111 -0.017374 2 0 0
19700 -0.015108 -0.019398 2 0 0
19712 -0.012641 -0.016652 2 0 0
19726 -0.012573 -0.016048 2 0 0
19739 -0.012492 -0.015636 2 0 0
19752 -0.012244 -0.014728 2 0 0
19764 -0.013186 -0.019349 2 0 0
19784 0.008957 0.007177 4 0 1
19793 -0.013033 -0.018493 2 0 0
19807 -0.012883 -0.017945 2 0 0
19812 0.001937 0.004466 9 0 0
19820 -0.013357 -0.019478 2 0 1
19835 -0.013235 -0.018886 2 0 0
19849 -0.013089 -0.018365 2 0 1
19863 -0.012852 -0.017653 2 0 0
19881 -0.013033 -0.018494 2 0 0
19890 0.008947 0.007227 4 0 0
19904 0.001957 0.004423 9 0 0
19909 -0.012884 -0.017943 2 0 0
19917 0.004632 0.006387 9 0 0
19931 0.004175 0.006842 9 0 0
19944 0.003453 0.007147 9 0 0
19957 0.002912 0.007624 9 0 0
19969 0.013302 0.007300 4 0 0
19984 0.010391 0.008651 4 0 0
19998 -0.031951 -0.002858 5 0 0
20012 -0.032211 -0.002775 5 0 0
20025 -0.030238 -0.014004 6 0 0
20038 -0.030238 -0.014004 6 1 1
20053 0.012557 0.007059 4 0 0
20068 0.012297 0.008282 4 0 0
20084 0.002826 0.003286 9 0 1
20099 0.001484 0.005821 9 0 1
20111 0.001853 0.016079 7 0 1
20126 0.002585 0.003844 9 0 0
20140 0.001808 0.005893 9 0 0
20149 0.003278 0.005028 9 0 0
20164 0.003191 0.005465 9 0 0
20178 0.003069 0.006746 9 0 0
20192 0.002941 0.007039 9 0 0
20207 0.012485 0.006888 4 0 0
20222 0.012224 0.008142 4 0 0
20236 0.001779 0.015433 7 0 0
20249 0.012219 0.009336 4 0 1
20264 0.001856 0.004545 9 0 0
20278 0.001319 0.006472 9 0 0
20289 0.001475 0.016495 7 0 0
20303 0.001674 0.005047 9 0 1
20316 0.001264 0.006765 9 0 0
20324 0.012460 0.036599 0 0 0
20338 0.012161 0.036824 0 0 0
20351 0.011831 0.036911 0 0 0
20364 0.011558 0.037095 0 0 0
20379 -0.012329 -0.014118 2 0 0
20394 0.007556 0.009369 4 0 1
20409 -0.013707 -0.017091 2 0 0
20424 0.001433 0.005241 9 0 0
20437 -0.012562 -0.014123 2 0 0
20451 0.001081 0.012968 7 0 0
20465 -0.013513 -0.016762 2 0 0
20479 0.001447 0.005434 9 0 0
20489 0.009954 0.008904 4 0 0
20504 0.021143 0.028370 11 0 0
20519 -0.013129 -0.020192 2 0 0
20535 -0.012064 -0.013572 2 0 0
20549 0.000441 0.014409 7 0 0
20563 -0.013355 -0.016217 2 0 1
20577 0.000970 0.006643 9 0 0
20589 -0.012247 -0.013388 2 0 0
20602 0.000573 0.014238 7 0 0
20615 -0.013046 -0.015634 2 0 0
20628 0.001257 0.010499 7 0 0
20637 -0.032445 -0.002610 5 0 0
20651 -0.032970 -0.002396 5 0 0
20664 -0.024968 0.022949 3 0 0
20677 -0.025338 0.023334 3 0 0
20690 -0.013166 -0.019495 2 0 0
20704 -0.013173 -0.015054 2 0 0
20717 0.008446 0.008982 4 0 1
20730 0.001668 0.014840 7 0 0
20742 0.011750 0.037128 0 0 0
20757 0.001823 0.006496 9 0 0
20770 -0.013084 -0.015524 2 0 0
20785 -0.012710 -0.014362 2 0 0
20799 -0.013181 -0.015517 2 0 1
20813 -0.012745 -0.014245 2 0 0
20829 0.012222 0.007154 4 0 0
20844 0.001839 0.013596 7 0 0
20858 0.001556 0.014933 7 0 0
20872 0.001722 0.015185 7 0 0
20882 0.003128 0.004445 9 0 0
20897 0.003006 0.005081 9 0 0
20911 0.002319 0.005232 9 0 0
20925 0.002030 0.005975 9 0 1
20938 0.012418 0.036899 0 0 1
20952 0.012194 0.036817 0 0 0
20968 0.007687 0.008921 4 0 1
20983 0.005077 0.005505 9 0 1
20998 0.014523 0.031944 0 0 0
21011 0.001737 0.014171 7 0 0
21025 0.005067 0.005780 9 0 0
21039 0.014719 0.031547 0 0 1
21049 -0.013272 -0.017002 2 0 1
21064 -0.013137 -0.016674 2 0 0
21078 0.002088 0.006370 9 0 0
21092 0.002092 0.006667 9 0 0
21106 -0.012366 -0.019248 2 0 0
21121 -0.012606 -0.014082 2 0 0
21135 0.008742 0.009079 4 0 0
21149 0.000960 0.012751 7 0 0
21163 0.001233 0.015305 7 0 0
21177 0.003825 0.006045 9 0 0
21191 0.013595 0.033739 0 0 0
21203 0.001306 0.015496 7 0 0
21216 0.003757 0.006353 9 0 0
21229 0.013449 0.033907 0 0 0
21238 0.002021 0.007257 9 0 0
21252 0.001814 0.007532 9 0 0
21265 0.011019 0.037432 0 0 0
21278 0.010752 0.037638 0 0 0
21291 -0.012468 -0.018062 2 0 1
21305 -0.012418 -0.013665 2 0 0
21317 0.008377 0.009412 4 0 0
21331 -0.030238 -0.014004 6 0 0
21347 0.009730 0.007741 4 0 0
21362 0.009660 0.008456 4 0 0
21375 0.009661 0.008930 4 0 0
21390 0.022796 0.023928 11 0 1
21405 -0.013021 -0.015212 2 0 0
21419 -0.032397 -0.002580 5 0 0
21433 -0.024848 0.022829 3 0 0
21447 -0.013009 -0.015054 2 0 1
21461 0.001513 0.014855 7 0 0
21474 0.001379 0.015847 7 0 0
21486 -0.018146 0.022867 10 0 0
21499 -0.013032 -0.015127 2 0 0
21512 0.001381 0.014975 7 0 0
21522 0.002963 0.005267 9 0 0
21537 0.002287 0.005447 9 0 0
21551 0.012228 0.036803 0 0 0
21566 -0.013346 -0.017084 2 0 0
21581 0.002290 0.006224 9 0 0
21596 -0.012282 -0.013950 2 0 0
21611 0.000615 0.013319 7 0 1
21624 0.001819 0.007166 9 0 0
21638 0.011016 0.037421 0 0 0
21652 -0.012152 -0.013551 2 0 0
21664 0.002766 0.006904 9 0 0
21678 0.001878 0.007480 9 0 0
21691 0.011616 0.037118 0 0 0
21705 -0.013051 -0.016266 2 0 0
21719 0.001765 0.007295 9 0 0
21733 -0.011995 -0.013452 2 0 0
21747 0.000358 0.014482 7 0 0
21759 0.000850 0.009204 7 0 1
21772 0.010392 0.038151 0 0 0
21785 -0.011654 -0.013195 2 0 0
21796 0.012544 0.036601 0 0 0
21810 0.002573 0.004669 9 0 0
21824 0.012059 0.036912 0 0 0
21837 0.001979 0.005963 9 0 0
21849 -0.013655 -0.020305 2 0 0
21861 -0.013412 -0.020680 2 0 0
21875 -0.013936 -0.019748 2 0 0
21888 -0.013466 -0.019247 2 0 0
21901 -0.013538 -0.020762 2 0 1
21913 -0.013239 -0.018937 2 0 0
21927 -0.013439 -0.017615 2 0 0
21940 -0.013162 -0.017855 2 0 0
21953 -0.013176 -0.016428 2 0 0
21965 -0.013906 -0.019849 2 0 1
21977 -0.014429 -0.022647 2 0 0
21988 -0.013440 -0.019110 2 0 0
22001 -0.013601 -0.018033 2 0 1
22013 -0.013450 -0.018224 2 0 0
22025 -0.013477 -0.017069 2 0 0
22038 -0.012553 -0.021002 2 0 1
22049 -0.013586 -0.023875 2 0 0
22062 -0.013345 -0.018004 2 0 1
22064 -0.013161 -0.014842 2 0 0
22079 0.008959 0.006240 4 0 0
22087 -0.013827 -0.019482 2 0 0
22100 -0.013660 -0.019007 2 0 0
22105 0.008604 0.006584 4 0 0
22112 -0.014502 -0.020144 2 0 0
22126 -0.014412 -0.019532 2 0 0
22139 -0.014402 -0.019436 2 0 0
22152 -0.014160 -0.018686 2 0 1
22169 -0.013827 -0.019481 2 0 0
22177 0.008959 0.006240 4 0 0
22190 0.008611 0.006581 4 0 0
22195 -0.013686 -0.019059 2 0 0
22202 0.004644 0.002746 9 0 0
22215 0.004139 0.003212 9 0 0
22227 0.003853 0.002879 9 0 0
22239 0.003250 0.003472 9 0 0
22250 0.009927 0.007157 4 0 0
22264 0.008802 0.007765 4 0 0
22277 -0.030497 -0.003096 5 0 1
22290 -0.030756 -0.002987 5 0 0
22302 -0.030238 -0.014004 6 0 0
22314 -0.030238 -0.014004 6 0 0
22328 0.013225 0.006923 4 0 0
22342 0.013264 0.008117 4 0 0
